"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"EAST 1","15736 - NWT","BHANDARI AUTO","Nexa","B6549927168","Customer issue regarding cluster range display discrepancies and poor real-world electric vehicle mileage. The customer Pabitra Roy reports a formal complaint regarding an e-Vitara EV Alpha 61 kWh purchased on 15/04/2026 from Bhandari Automobiles, New Town, Kolkata through sales representative Mr. Shashi Sing. At the time of booking, a certified range of 543 km was promised, with a real-world expectation of 400–450 km. However, upon a 100% full charge, the cluster dashboard limits the displayed range to only 429–430 km, while the actual real-world driving range achieved drops drastically to 290–310 km. The issue was reported during delivery and subsequently inspected during the first service on 12/05/2026 and a follow-up visit on 09/06/2026, but the workshop technicians failed to provide a technical diagnosis or resolution. The customer demands an immediate corporate engineering inspection of the battery management system and a formal written explanation.","2026-06-16 12:02:09.015806","81109567@maruticrm.onmicrosoft.com","2026-06-16 12:02:09.015806","81109567@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","10055 - CLN","CORAL MOTORS PVT LTD","Arena","B4120027857","Customer voc:-I request you to change my email address as below :- p.malpani868@gmail.com .At present I am posted in Mumbai (Maharashtra) and going to retire in August 26. My old email ID is official. As this email ID will become null and void, I wanted to update with my personal email ID.=====================Synopsis:- The customer is requesting to update their registered email address from their current official email ID to their personal email ID, p.malpani868@gmail.com. They are currently posted in Mumbai, Maharashtra, and are scheduled to retire in August 2026. Because their official email account will become invalid and inactive after their retirement, this update is necessary to ensure uninterrupted communication.Kindly look into this matter.


 ","2026-06-16 12:02:19.612787","81109570@maruticrm.onmicrosoft.com","2026-06-19 08:57:57.320212","Satyam.Sharma@maruti.co.in","Close","Query - Sales","Close","1","2026-06-19 08:57:57.32023","First Level"
"NORTH 3","10300 - MHI","UMA MOTORS PVT. LTD.","Arena","B5361396471","The customer inquired regarding fuel-related specifications and information for their vehicle.  Hence shared Nearest workshop details and shared CCM and WM Number.","2026-06-16 12:02:28.621631","81110974@maruticrm.onmicrosoft.com","2026-06-16 12:02:28.621631","81110974@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","11043 - GKP","WESTERN AUTO SPARES & SERVICES CO.","Arena","B4190767625","The customer needed to purchase some genuine parts for their vehicle; I shared the contact details of the nearest parts supplier with them.
","2026-06-16 12:02:29.260745","1170305@maruticrm.onmicrosoft.com","2026-06-16 12:02:29.260745","1170305@maruticrm.onmicrosoft.com","OPEN","Query-MSGP","OPEN","1",NULL,NULL
"WEST 2","10057 - AJA","MANRAJ MOTORS PVT LTD","Arena","B1114664753","The customer called to register a issue regarding a recent body repair service. They stated that the service center failed to perform a wheel alignment and left the bumper or components improperly fitted. Furthermore, the customer alleges that the workshop team completely damaged the headlight wiring during the repair. Because the workshop failed to fix these issues, the customer had to get all the repair work, wheel alignment, and externally from an outside mechanic. The customer is highly dissatisfied with this negligent service and is demanding a proper resolution and reimbursement for their car .","2026-06-16 12:02:52.766562","81122780@maruticrm.onmicrosoft.com","2026-06-16 12:02:52.766562","81122780@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 3","10011 - TAL","INDUS MOTOR COMPANY PRIVATE LIMITED","Nexa","B2092827671","The vehicle owner of a Maruti Suzuki Baleno Registration Number KL13AX5432 purchased on September 30 2023 is demanding a free brake disc replacement because they reported a severe brake pedal pulsation during the first free service and subsequent visits while the car was still under warranty. At that time the authorized service center dismissed the issue as a normal function of the Anti lock Braking System ABS and took no action but a recent inspection finally confirmed that the discs are defective and must be changed. The owner states that this ongoing defect causes a scary loss of vehicle control during braking that puts lives at risk and since the center misdiagnosis caused the delay the company must cover the repair costs under warranty and provide a solution within 5 working days.","2026-06-16 12:03:44.398601","81115533@maruticrm.onmicrosoft.com","2026-06-16 12:03:44.398601","81115533@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 2","14603 - DRI","MAX AUTOMOBILES","Nexa","B4504205135","The customer had done the service but after getting the service done customer found that the dealer had overcharged 940 Diagnostics the customer. Hence raise a concern. The dealer name is MAX AUTOMOBILES","2026-06-16 12:04:25.935047","81102452@maruticrm.onmicrosoft.com","2026-06-16 12:04:25.935047","81102452@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 2","10087 - GLR","MUNEER ENTERPRISES PVT. LTD.","Arena","B2549326635","The customer called regarding a recurring battery failure within a very short period. The owner stated that they purchased the vehicle only eight months ago and the battery has already stopped working for the second time despite being repaired previously at the workshop. The customer is escalated and demands a clear technical explanation from the service head as to why a brand new vehicle battery is failing repeatedly. Kindly coordinate with the workshop supervisor on highest priority to arrange an immediate technical check and provide a free warranty replacement solution to the customer.","2026-06-16 12:04:26.651301","81116911@maruticrm.onmicrosoft.com","2026-06-16 12:04:26.651301","81116911@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"CENTRAL 2","10059 - SOH","PASCO AUTOMOBILES","Arena","B0548429898","The customer reported a noise coming from the vehicle. When they brought it in for the first service, it was suggested the sound was coming from the CNG kit; the customer noted that while it was fine for the first 2–3 days, a very loud noise developed later. Initially, it was suspected the noise was from the music system, but checks ruled that out; the noise was traced back to the CNG kit. The vehicle was inspected at the customer's home as well. The customer took the car to the workshop at 9 AM, and after three test drives, the staff finally identified the noise. They then stated that an external specialist would need to examine it. While at the workshop, the customer suffered a burn from coffee, yet no medication was available on-site. The customer left with the vehicle on June 9th; however, there were scratches on the underbody, and the paint had chipped off in one spot. The customer felt they had been given a defective vehicle, noting that other cars they test-drove had no such noise issues, and the CNG kit on this car had clearly been opened. Although the agreement entitled them to a replacement vehicle, the one provided—a WagonR—was in poor condition and had a foul odor.
","2026-06-16 12:04:47.528572","1154854@maruticrm.onmicrosoft.com","2026-06-16 12:04:47.528572","1154854@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 3","14747 - JKH","NAVNEET MOTORS","Arena","B5774674140","I service my Swift car but your service charges are very high , labour charge is more than your work efficiency it's not right things so please change your charges and system-----------------------------------------------------------SYNOPSIS--------------------------------------------------The customer states that Maruti Suzuki's Swift car service charges and labour costs are too expensive compared to the efficiency of the work provided. They feel this pricing system is unfair and are requesting that Maruti Suzuki change its service charges and improve its overall system.
","2026-06-16 12:05:22.073217","81109932@maruticrm.onmicrosoft.com","2026-06-16 12:05:22.073217","81109932@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","2",NULL,NULL
"SOUTH 3","17050 - AGJ","BIMAL AUTO AGENCY INDIA PVT LTD","Arena","B4685585507","The customer is writing to formally escalate a complaint regarding an extraordinary delivery delay and poor communication from Bimal Nexa, Kattappana. After booking an Ignis Zeta MT on February 19, 2026, through representatives Mr. Agil and Mr. Arun Joshy, the customer surrendered a Celerio exchange vehicle (KL37D4737) without receiving proper sales or booking paperwork. Due to stock unavailability, the customer was forced to alter the booking to a WagonR ZXI+ AGS on May 23, 2026, and made the full payment, yet has received no firm delivery commitment after four months. The customer highlights severe family transportation hardships and raises critical legal concerns over reports that the dealership is driving the exchanged Celerio while it remains under the customer's legal ownership. While acknowledging that General Manager Mr. Somanath and Sales Manager Mr. Shaijumon provided a temporary spare car on June 13, 2026, the customer demands an immediate written delivery date, an official explanation for the staff's unresponsiveness, fair financial compensation, or alternatively, a total refund alongside the immediate return of the exchanged vehicle to avoid escalation to the Consumer Forum and the Kerala Motor Vehicles Department. Hence, customer is asking for updates on this.","2026-06-16 12:06:20.26876","81115565@maruticrm.onmicrosoft.com","2026-06-18 08:21:44.54797","salescarecalicut@bimalmaruti.com","Close Initiated","Query - Sales","Active","2",NULL,"First Level"
